Employer_id;Employer_name;Total_working_position;Employer_state
535992;Techpro It;1;NJ
535993;Bean Info;20;TX
535994;Azure Consulting;4;NJ
535995;Quadralite ;1;IN
535996;Diamondpick ;1;NJ
535997;Prodes E;8;NJ
535998;Programsoft ;11;TX
535999;Acadia ;8;GA
536000;Gold Coast;1;VA
536001;Metapro ;2;OK
536002;Dimensions It;1;OH
536003;Data Lake;2;GA
536004;Bts Software;9;MI
536005;Crown Vision;3;TX
536006;Biztegy Analytics;15;IL
536007;Agasti ;5;MD
536008;Expert Ai;1;VA
536009;Unicon International;1;OH
536010;Readpointe ;9;CA
536011;Stonegate ;1;NJ
536012;Galaxy It;12;TX
536013;Viritus ;3;TX
536014;Saminavi ;3;NC
536015;Lethya ;11;NY
536016;Xcelsius ;1;MI
536017;Byteinfotek ;1;TX
536018;Ipss ;4;NJ
536019;It Hoppers;3;OK
536020;Infysol ;1;TX
536021;World It;3;MA
536022;Hansi ;1;TX
536023;Eco It;16;TX
536024;Oneus ;11;NJ
536025;Echelon Solutions;6;IL
536026;Galaxy Solutions;4;CA
536027;Millennium Softtech;3;NJ
536028;Zuci ;3;IL
536029;Virtuosa Global;2;NJ
536030;Volto Consulting;5;IL
536031;Usr ;7;NJ
536032;Ksqure ;1;NJ
536033;Dattapada ;1;CA
536034;Cliff It;1;MN
536035;Url ;1;NJ
536036;Numbers Only;13;TX
536037;Sr Professionals;1;TX
536038;Prospect Infosys;4;MO
536039;Icrush ;18;IL
536040;Surya ;8;PA
536041;Stark America;9;CA
536042;Hermes Network;3;NJ
536043;Axletree Solutions;1;NJ
536044;Uniian ;6;TX
536045;Itradiant Solutions;1;DE
536046;Mindworld ;2;MD
536047;Serigor ;7;MD
536048;Lgl ;37;TX
536049;Itiyam ;24;VA
536050;Applixa ;16;VA
536051;Codemoxie Solutions;12;AZ
536052;Volarax Solutions;2;AZ
536053;Panha Solutions;21;NY
536054;Lenora ;29;WA
536055;Unique Tech;9;MI
536056;Relis Management;3;VA
536057;Trilok Software;5;TX
536058;Analytic Era;4;AZ
536059;Largeton ;6;VA
536060;Samprasoft ;5;GA
536061;Techzoid Solutions;9;AZ
536062;Virtuouspros ;11;AZ
536063;R4 It;5;PA
536064;Orbysol ;8;VA
536065;Sv Professionals;3;VA
536066;Prism It;24;FL
536067;Byteware ;23;GA
536068;Vtech ;7;MD
536069;Famous ;2;FL
536070;Soft Snippets;5;FL
536071;Heraa ;2;NJ
536072;Beacon Info;1;OH
536073;Syntage Tech;2;TN
536074;Paraclete ;2;MD
536075;Dynamic Access;3;CA
536076;Hillsoft Business;1;TX
536077;Techquency ;1;KS
536078;Sim Infotech;9;CA
536079;Credence ;5;MO
536080;Tribus Point;3;IL
536081;Smarthshift ;1;RI
536082;Radus Tek;1;NJ
536083;Shari Consulting;15;FL
536084;3Edge ;7;NJ
536085;Omega Global;3;IL
536086;Maxima ;1;CA
536087;Sagar Informatics;2;WA
536088;Bitline ;3;CA
536089;Amfal Tech;2;FL
536090;Wave Era;6;NJ
536091;Bns International;42;TX
536092;Zioqu In;6;TX
536093;Cognial ;5;GA
536094;Suv Solutions;5;TX
536095;Zume It;23;MI
536096;Zioqu ;16;TX
536097;Socotra Tech;9;PA
536098;Fidelis Software;25;TX
536099;Globalinfotech ;3;GA
536100;Pinnacle Tek;9;NC
536101;Pythonwise ;21;TX
536102;Digital Insights;3;AZ
536103;Statusneo ;4;TX
536104;Acro ;6;CT
536105;Jsmn International;5;NJ
536106;Kk Associates;8;TX
536107;Tekinteli ;3;PA
536108;Alphaprimetech ;2;NY
536109;Mejenta ;31;MI
536110;Nvrd ;1;NJ
536111;Centizen ;12;OR
536112;Aroha ;14;CA
536113;Centizen Apps;3;OR
536114;Knowledge Resources;41;GA
536115;Denovo ;20;OH
536116;N9 It;17;MD
536117;Globuletech ;3;FL
536118;Servit ;6;VA
536119;Professional Management;2;FL
536120;Myticas Consulting;1;MI
536121;Ab Health;9;TX
536122;Exusia ;12;FL
536123;Cipherqore Solutions;17;LA
536124;Cnn It;27;TX
536125;Bti Solutions;2;TX
536126;Spicer Jeffries;1;CO
536127;Synergy Software;4;MN
536128;Vertical Focus;5;MA
536129;Vaspire ;18;NJ
536130;It Vision;6;NC
536131;Vajrasoft ;3;AL
536132;Aavas ;1;NJ
536133;Jg Logistics;1;MI
536134;Cloudkarma ;7;TX
536135;United Medical;2;DE
536136;Spurcroft ;4;TX
536137;Proof ;2;CA
536138;Truweather Solutions;2;NY
536139;Beemacs ;1;CA
536140;Slc ;2;CA
536141;Emblematic Tech;2;MN
536142;Kavyos Consulting;3;NJ
536143;Icloud Solutions;2;VA
536144;Sugatu Consulting;1;DC
536145;Twintron Data;2;NJ
536146;Is International;1;GA
536147;Green Pharmatek;5;NJ
536148;Touchstone It;34;DE
536149;Idoo Global;2;TX
536150;Tarsadia Investments;1;CA
536151;Byteforza ;2;VA
536152;Verinova ;3;GA
536153;Next Peak;1;TX
536154;Keville Enterprises;1;MA
536155;Thirthasoft ;11;GA
536156;Infounite ;8;MI
536157;Keyseries ;6;CT
536158;Qstride ;2;NJ
536159;Arka ;1;FL
536160;Rxsense Holdings;1;MA
536161;Agile Global;16;VA
536162;Wingen ;8;MN
536163;Techstack ;18;TX
536164;Ciberspring International;1;NJ
536165;Wissen Infotech;7;WI
536166;Collabrium ;6;PA
536167;Pmx ;4;NY
536168;Goveplace ;2;VA
536169;Software Technology;8;NJ
536170;Eifer Software;3;TX
536171;Idea Tech;14;TX
536172;Srishtitek ;3;TX
536173;Auropro ;5;NJ
536174;Vst Consulting;13;NJ
536175;Vitalief ;1;NJ
536176;Vistal Tech;2;IL
536177;Abd Solutions;4;VA
536178;Certec Consulting;5;IL
536179;Keyphase ;20;CA
536180;Entagile ;10;VA
536181;Fierce Solution;1;NJ
536182;Brown Medicine;10;RI
536183;Intellisys Technlogy;1;IL
536184;Infinics ;7;NC
536185;Intellisys Technology;2;IL
536186;Simpliigence ;4;DE
536187;Operationsrx ;2;NC
536188;Genevate Consulting;1;PA
536189;Tag Information;9;VA
536190;Yash Cloud;3;OH
536191;Ezen Computer;10;NJ
536192;Bayapps ;1;CA
536193;Spectra Solutions;2;NJ
536194;Recode Solutions;2;TX
536195;V S;9;TX
536196;Vijaya Consultancy;4;TX
536197;Cortracker ;8;MI
536198;Arvin Acme;36;MA
536199;Ojus ;10;NJ
536200;Envisor ;3;NY
536201;Digital Dhara;3;NJ
536202;Dolphin Solutions;20;FL
536203;Pomala ;4;NY
536204;Wellness ;1;TX
536205;Dascase ;1;PA
536206;Radiology ;2;MA
536207;Clourkarma ;1;TX
536208;Swanktek ;69;NJ
536209;Headstream ;8;DE
536210;Centerbase ;1;TX
536211;Axelon Services;1;NY
536212;Software People;2;NY
536213;Keymouz ;21;TX
536214;Unique System;1;NH
536215;Nfc Solutions;1;GA
536216;American Innovative;3;NJ
536217;I Net;9;TX
536218;Multiedge ;5;TX
536219;Sailpro ;1;TX
536220;Mollissoft ;1;CA
536221;Saas Global;6;OH
536222;Scube Infotech;9;NJ
536223;Opttech ;4;TX
536224;Srs Consulting;73;CA
536225;Achieva It;4;GA
536226;Prime Software;1;MA
536227;Thinklabs ;3;CA
536228;Palmt ;2;PA
536229;Core Its;13;NJ
536230;Tekenergy ;1;TX
536231;Numero Solutions;1;TX
536232;Arcean Solutions;24;GA
536233;Elan ;29;TX
536234;Veritis ;18;TX
536235;E Pro;4;NJ
536236;Vamana ;3;GA
536237;Pioneer Global;4;VA
536238;Data Pioneer;8;NY
536239;Epro ;4;NJ
536240;Agile Health;2;IL
536241;Warren And;6;GA
536242;Dvr Softek;9;NJ
536243;Dwbi Services;55;TX
536244;Nascent ;10;TX
536245;Risamsoft ;41;TX
536246;Adalitek ;48;TX
536247;Talteam ;3;VA
536248;Ezest Solutions;4;MI
536249;Nexpro ;29;PA
536250;Bonzer ;20;IL
536251;Glenysys ;9;IL
536252;Idait ;5;IL
536253;Aevitas It;10;TX
536254;Qentelli ;23;TX
536255;Logicpro ;1;NJ
536256;Software Merchant;6;PA
536257;Coventek ;2;GA
536258;Bpm Bi;2;DC
536259;Centraprise ;28;NJ
536260;Zettaprime ;2;SC
536261;Dssc Consulting;15;NJ
536262;Bizwavez ;4;VA
536263;Lorven It;1;IL
536264;Creamos Solutions;1;CA
536265;Discover ;1;NJ
536266;Sigma Infotech;2;TX
536267;Novelty Infotech;9;GA
536268;Dhanya Infotech;2;TX
536269;Rimisoft ;1;VA
536270;Simplex Info;10;TX
536271;Hnd Solutions;1;CA
536272;Two95 International;4;NJ
536273;Periscope ;1;CA
536274;Riese Cloud;3;NC
536275;Ucode ;3;VA
536276;Software Global;11;TX
536277;Bizintex ;9;Unknown
536278;Sita ;6;NJ
536279;Cloudintellisoft ;4;TX
536280;Quanterian ;5;TX
536281;Kalla Consulting;2;TX
536282;Rxcloud ;8;CA
536283;Cq Infotech;5;CA
536284;Sunny Sost;1;MD
536285;Applogika ;2;PA
536286;Shrive ;5;TX
536287;Portal Consulting;13;NJ
536288;Sunny Soft;5;MD
536289;Vayu ;2;OH
536290;Dallas Infotech;2;TX
536291;Convenant Tech;6;CT
536292;Talent Tech;1;TX
536293;Arn It;1;MI
536294;Finspirit ;1;NJ
536295;Success Rate;2;NJ
536296;Shiom Tech;4;RI
536297;Covenant Tech;6;CT
536298;Waynsys ;26;NJ
536299;Amtrino ;1;CA
536300;3I People;1;GA
536301;Regime Solutions;1;OH
536302;Teknxpert ;6;NC
536303;Snowstack ;14;NC
536304;Ameritek Global;19;NJ
536305;Dvg Tech;53;NJ
536306;Cod Cores;18;TX
536307;Covant Solutions;43;DE
536308;Igen ;3;NJ
536309;Zodiac Solutions;3;TX
536310;Trigint Solutions;12;MD
536311;Celesdata ;27;NJ
536312;Sasken ;13;CA
536313;Datalake ;1;GA
536314;Grow Softwares;4;TX
536315;Puresoftware ;1;NY
536316;Master Minds;6;TX
536317;Defense In;4;TX
536318;Go8 It;5;NJ
536319;Eforce ;3;TX
536320;Everest Infotech;14;NJ
536321;Nanda ;6;OH
536322;Congensys ;10;NJ
536323;Seertek ;6;NJ
536324;Conlogy ;4;TX
536325;Cognitive Information;1;CA
536326;Inventsoft ;6;TX
536327;Randel Solutions;1;KS
536328;Tekspike ;3;TX
536329;Orgspire ;10;NJ
536330;Jj Tech;10;GA
536331;A2Zunique ;1;IL
536332;Wininfosys ;3;IL
536333;Nephos ;9;NJ
536334;Cloudiq ;2;WA
536335;Paradigm Infotech;9;MD
536336;Tiruven ;3;TX
536337;Intellilink ;19;NJ
536338;Aurbeta Consulting;3;GA
536339;Brunswick It;2;NJ
536340;Cloudtern Solutions;4;TX
536341;Ramitstaffing ;7;TX
536342;Worldwide Technology;2;GA
536343;Tekbravo ;1;NJ
536344;Go8It ;6;NC
536345;Implementation ;1;MS
536346;Sparity ;2;GA
536347;Eone Infotech;5;NJ
536348;Reqhire ;4;NJ
536349;Cloudvik ;14;TX
536350;Mindspace Networks;1;TX
536351;Mark ;2;TX
536352;Certide ;13;NJ
536353;Mio It;1;TX
536354;Entmatrix ;18;MD
536355;Parker Consulting;2;GA
536356;Jennis ;2;NY
536357;Triunity Software;3;NJ
536358;Srk Global;3;TX
536359;Tekprismit ;4;NC
536360;Luzon ;11;VA
536361;Gurus It;7;NJ
536362;Xcel Life;7;CA
536363;Vrone Solutions;1;VA
536364;Allteczit ;10;DE
536365;Conduit Consultancy;7;TX
536366;Nesting ;2;PA
536367;Rubik ;6;NJ
536368;Implify ;9;DE
536369;Aggregate Software;8;TX
536370;Geakminds ;1;VA
536371;Clodatics ;2;IA
536372;Mqr ;1;CA
536373;Elix ;7;MI
536374;Peer Consulting;11;NJ
536375;Javen ;19;MN
536376;Preton Consulting;1;NY
536377;Acs It;1;MI
536378;Digital Intelligent;20;VA
536379;Kyoryouna ;17;CA
536380;Ashlogitech ;5;CA
536381;Revel Consulting;4;TX
536382;Frontage ;3;MN
536383;B2B Technology;3;MN
536384;Futuremindz ;11;NJ
536385;Swift It;1;TX
536386;Jia Global;2;MI
536387;Syspro It;19;GA
536388;Cs Cloud;3;TX
536389;Syntain ;30;TX
536390;Technocraft Solutions;8;OH
536391;Prabhav Services;34;NJ
536392;Sudhi Infomatics;1;OH
536393;Caerusglobal ;24;NJ
536394;Classroom Support;18;MI
536395;Isquareinfo ;8;NJ
536396;Global Resource;3;NJ
536397;Ishift ;8;PA
536398;Fusion Plus;40;NJ
536399;Think Development;2;GA
536400;Cinergy Technology;26;NJ
536401;Lares It;7;IL
536402;Averon Solutions;37;NJ
536403;Gssr ;18;VA
536404;Terasoft International;4;IL
536405;Sakin ;12;CA
536406;Anjaneyap ;8;NJ
536407;Teradyne Infotech;19;MI
536408;Rtechno ;9;KS
536409;Easy Access;6;NJ
536410;Thinkbyte Consulting;16;CA
536411;Atruz Solutions;14;CA
536412;Viztech ;21;NJ
536413;Ultimate Technology;44;NJ
536414;Sequent Global;4;NJ
536415;Teknozion ;13;NJ
536416;Conglomerate It;8;TX
536417;Techsuffice ;84;NC
536418;Pegaframe Infotech;5;NY
536419;Xo Softtech;3;TX
536420;Advanceinnovative ;3;NJ
536421;Techjordan ;2;MI
536422;Embtel ;1;CA
536423;Klaxontech ;13;NY
536424;Laresit Solutions;4;MD
536425;Ignitho ;1;VA
536426;New Wave;4;OR
536427;Kunosoltech ;28;NJ
536428;Veloce It;25;TN
536429;Molina ;18;VA
536430;Abinfo ;3;CA
536431;Beta Eight;3;IL
536432;Data Cloud;4;NJ
536433;Doyen Square;16;NJ
536434;Manage My;3;NJ
536435;Xpedantic ;3;OH
536436;Amartam Solutions;2;NJ
536437;Oak ;34;TX
536438;Skillful ;16;NJ
536439;Optimal Info;2;NJ
536440;Success In;2;TX
536441;Skytek ;21;NC
536442;Invicktus ;30;IL
536443;Accvee ;2;TX
536444;Ayven Soft;4;FL
536445;Technolance It;4;KY
536446;Teamwork It;7;CT
536447;Shinewell ;17;MI
536448;Tecladders ;8;NJ
536449;Star Software;2;TX
536450;Thought Circuits;30;TX
536451;Eclatprime Digital;2;NJ
536452;Citygurus ;1;NJ
536453;Cysio ;1;TX
536454;Protocol Infotech;3;FL
536455;Synovatic ;1;TX
536456;Blockedge ;2;NJ
536457;Software Nine;3;KS
536458;Cocosoft ;11;CA
536459;Eximius ;3;CA
536460;Timescope ;4;PA
536461;Xo ;7;TX
536462;Softtune ;24;IL
536463;Versa Shore;17;CA
536464;Qualitative Financials;2;AR
536465;S3 Solutions;14;TN
536466;Isha Tech;2;TX
536467;Sm Advan;1;FL
536468;It Z;3;NJ
536469;Paramount Consulting;7;TX
536470;Tammina Infotech;7;TX
536471;Netex Solutions;2;FL
536472;Atlas Healthcare;2;AL
536473;V ;1;NJ
536474;Rdg ;1;MI
536475;Vennsys ;12;WI
536476;Delta Information;2;GA
536477;Inspirisys Solutions;7;CA
536478;Intellect ;4;NJ
536479;Narahari It;2;TX
536480;Zieta ;1;GA
536481;Externetworks ;1;NJ
536482;Capsquare ;6;MI
536483;Columbia Is;3;CT
536484;Dimension Consulting;3;CA
536485;Comprehensive Care;1;MI
536486;The Gould;4;CA
536487;Impact Consulting;1;PA
536488;Flagship Rehabilitation;4;MD
536489;Holitna Construction;1;AK
536490;Wilmac Multidistrict;2;ND
536491;Erro ;1;NJ
536492;Sandata ;1;NY
536493;Hospital Docs;1;TX
536494;Indian River;1;DE
536495;Ccg Of;1;FL
536496;Adult ;1;FL
536497;Research Data;1;MD
536498;Infodat International;27;TX
536499;Milpitas Unified;1;CA
536500;Amaeyaa ;4;MI
536501;Millennium Software;3;VA
536502;Wound Healing;2;NJ
536503;Rinnai America;1;GA
536504;Infoobjects ;1;CA
536505;Novus Resources;1;NC
536506;Day Kimball;1;CT
536507;Spectraforce ;1;NC
536508;The Speech;2;CA
536509;Kbts ;14;MI
536510;Unique Comp;1;NY
536511;Key Software;1;CA
536512;Northstar Technology;2;CA
536513;Radiology Associates;1;NM
536514;Technosoft Innovations;2;NC
536515;Ipura Consulting;1;NH
536516;Laveen School;1;AZ
536517;Capricorn ;4;GA
536518;Klm Dynamics;4;WI
536519;Genome International;19;WI
536520;Softova ;29;NJ
536521;Vistados ;4;NJ
536522;E Computer;1;TX
536523;Tsq Systesm;1;TX
536524;Advansoft Worldwide;1;IL
536525;Gsquire Business;3;VA
536526;Teckp ;1;MD
536527;Wafts Solution;1;NY
536528;Canopyone Solutions;1;VA
536529;Polat It;1;MD
536530;The Quaker;2;IL
536531;Nava Software;5;CT
536532;D'Escoto ;2;IL
536533;Gra ;1;PA
536534;Infoyogi ;1;CA
536535;Theragen ;3;CA
536536;Flint ;1;MI
536537;Hni Physician;5;TX
536538;Techglobal ;9;CA
536539;Goldbelt C6;1;VA
536540;Rehab Specialists;16;OR
536541;Dice It;56;NJ
536542;Network Objects;31;TX
536543;Gtech ;2;TX
536544;Emc Consulting;58;TX
536545;Techbits ;6;TX
536546;Atane Engineer;1;NY
536547;Shrikon ;4;TX
536548;Splint Pharma;6;NY
536549;Strobus Infosoft;3;CA
536550;Synergyquad ;2;CA
536551;Ciber Global;24;MI
536552;Protek Management;2;MI
536553;Stacklogy ;26;TX
536554;Hni Hospital;2;TX
536555;Astrix Software;1;NJ
536556;Cimpar Sc;5;IL
536557;Tricom Quest;1;CA
536558;Huntsville Renal;4;AL
536559;Solize ;6;MI
536560;Ipc Hospitalists;2;TN
536561;Tipo Entertainment;2;NY
536562;Talan ;2;NY
536563;Armg ;4;FL
536564;Dp Global;8;CA
536565;Zaps Technocrats;1;OH
536566;Revel It;3;OH
536567;Radiant Digital;3;VA
536568;Advit Consulting;2;IL
536569;Uniplus Consultants;7;VA
536570;Vitrix ;1;TX
536571;Unigo ;4;TX
536572;Teksys ;2;MN
536573;Tektra It;40;TX
536574;Worldscape ;7;CA
536575;Grp Solutions;9;VA
536576;Ct Information;7;TX
536577;Vitosha ;39;PA
536578;Practice Consulting;2;NJ
536579;Ascentt Business;4;CA
536580;Amity Solutions;8;TX
536581;Ambik Solutions;2;CA
536582;Southern Connecticut;10;CT
536583;Ect Capital;2;TX
536584;Steven Douglas;1;FL
536585;Aumkaara ;1;CA
536586;Aptonet ;2;GA
536587;Craftner ;2;NC
536588;Gygaminds ;4;TX
536589;4S ;2;IL
536590;North Point;2;TX
536591;Ebizoncloud ;1;WY
536592;Hmk Partners;1;ME
536593;Primisoft ;2;NJ
536594;Bluenet ;3;FL
536595;Alps Electric;1;MI
536596;Gowratech ;1;NY
536597;Cozy ;4;GA
536598;Orayaah Consulting;1;TX
536599;Redcastle Resources;1;UT
536600;Md Hospitalists;2;TX
536601;Synapsol ;1;TX
536602;Knitt ;1;NV
536603;Kp Info;1;TX
536604;Midwest School;1;MI
536605;The Productivity;1;MI
536606;Hawkins Point;1;MA
536607;Visionsoft International;6;GA
536608;Ordusion ;7;GA
536609;Cloud Inventions;5;NJ
536610;Zimetrics ;11;TX
536611;Snrc ;3;NY
536612;Brahild Unlimited;2;NJ
536613;Insyst ;4;NJ
536614;Tekdelite ;6;MI
536615;Aekya ;8;NJ
536616;Kumaran ;4;CA
536617;Php Staffing;5;NY
536618;Gigabyte ;18;WY
536619;Ah ;2;TX
536620;Helioz Solutions;3;NY
536621;10Bits ;19;TX
536622;Ture ;1;PA
536623;Nes Global;7;TX
536624;Siri Consultancy;29;IA
536625;Agilisium Consulting;2;CA
536626;Cognisoft ;9;NJ
536627;Liimrasoft Solutions;18;TX
536628;Enable It;2;NY
536629;Genuent Global;2;TX
536630;Hechessee ;1;NJ
536631;Visionet System;1;NJ
536632;Strues ;2;VA
536633;Lambdanets ;14;OH
536634;Marvel Tech;1;NC
536635;Cherokee Nation;2;OK
536636;Affluenttek ;1;VA
536637;Mcfarland Clinic;2;IA
536638;Datawin ;7;NJ
536639;Kvell ;3;IL
536640;Alorasoft ;4;TX
536641;Lakarya ;1;VA
536642;Rameses ;1;SC
536643;Synergy Computer;3;MI
536644;Envision ;2;MO
536645;Luster National;2;CA
536646;Biostatistical Consulting;1;MA
536647;Coforge Dpa;7;NJ
536648;Aarkay Consulting;1;NJ
536649;John Tesla;1;TX
536650;Tisco ;1;MI
536651;Digitalsoft ;4;MI
536652;R Cube;1;TX
536653;Carter Bank;1;VA
536654;American Structural;1;NY
536655;Scubel ;1;NJ
536656;Technospire ;1;SC
536657;Kavayah Solutions;2;NJ
536658;Compute Tech;2;NJ
536659;Inherent ;8;AZ
536660;Iexceed Technology;3;NJ
536661;Browse Info;2;MI
536662;Perfict Global;1;CA
536663;Strategic Iq;1;MI
536664;Collasys ;11;MI
536665;Fortunet ;3;IL
536666;Hitex Info;1;NC
536667;Infomet ;1;CT
536668;Imbuesys ;6;IL
536669;Ez Tek;7;IL
536670;Orrion ;1;IL
536671;Canoesys ;1;IL
536672;Digital Alchemy;2;DE
536673;Franklin Medical;1;CT
536674;Virtuous Tek;5;TX
536675;Podilisoft ;1;GA
536676;Reliant Pro;4;TX
536677;Bryan Kidney;1;TX
536678;Jrd ;3;MI
536679;Precess Medical;5;NJ
536680;Excyl ;4;MI
536681;Mindcare Solutions;1;TN
536682;Viki ;3;MI
536683;Kiranam ;4;TX
536684;Rs Data;1;CT
536685;Hospital Physician;14;TN
536686;Sysplus Technology;3;TX
536687;Car Consulting;2;GA
536688;Infosun Technology;3;FL
536689;Delta Project;1;CA
536690;My Rehab;1;IN
536691;Ap Professionals;1;NY
536692;Thriveon Solutions;4;TX
536693;Hawthorn Construction;1;OR
536694;Pathpartner Technology;2;CA
536695;Iflex ;1;OH
536696;Optimus Unit;1;TX
536697;Redolent ;1;CA
536698;Connecticut Gi;1;CT
536699;Inteliblue ;3;AR
536700;Kbs Solutions;1;TX
536701;Work4Ce ;1;KY
536702;Southwest Kidney;1;AZ
536703;Nueva Solutions;1;NY
536704;Pediatrix Of;1;FL
536705;Kahawha Valley;1;WV
536706;Mcm Quality;4;MI
536707;Digital Technology;3;MI
536708;Sunsoft ;5;MI
536709;Blue Lotus;6;VA
536710;Aik Tecnology;1;IL
536711;Savvy Technology;2;IL
536712;Cliff Tech;9;MI
536713;Lavoro ;1;IL
536714;Embitel ;1;MI
536715;Aptenodytes ;5;MD
536716;Menzo ;4;NJ
536717;Fiunex ;21;NJ
536718;Connectedx ;19;TX
536719;Vedic Consulting;2;NJ
536720;Resource Solutions;1;NY
536721;Scoler Tec;2;VA
536722;Lepro It;2;CA
536723;Ageatia Technology;2;IL
536724;Net Orbit;4;AZ
536725;Astute Solutions;45;CA
536726;It Opendoors;6;TX
536727;Infotech Valley;1;PA
536728;Ettain ;21;NC
536729;Medrhythms ;2;ME
536730;Forsite Development;1;NC
536731;Soft Labs;4;MA
536732;Greensboro Radiology;1;NC
536733;Cadcame ;7;MI
536734;Hamsitek ;5;VA
536735;Think It;2;MI
536736;Fladger Assoc;1;DE
536737;Infotree Global;13;MI
536738;Optimum ;1;VA
536739;Lambert Radiology;3;CA
536740;Judit ;1;NY
536741;Trans Ash;1;OH
536742;Cancer ;2;MI
536743;Hutch ;1;IL
536744;Extensive Therapy;1;CA
536745;Zee Tech;1;MN
536746;Infotree Service;1;MI
536747;Jnj Solutions;4;CA
536748;Wtanow ;4;VA
536749;Kaav ;5;IL
536750;Bough Consulting;1;NJ
536751;Comprehensive Research;4;MD
536752;Khp Solutions;3;TX
536753;Consultnet ;6;UT
536754;Radicle ;1;IL
536755;Isoft Solution;1;VA
536756;Itopendoors ;2;TX
536757;Morine ;1;WA
536758;Xen Infotech;1;VA
536759;Systech International;1;NJ
536760;Cyberguard Solutions;1;IN
536761;Tek Tap;2;TX
536762;Tila Tila;1;NC
536763;Tila ;1;NC
536764;Young It;2;PA
536765;Intellistc ;2;TX
536766;World Class;2;VA
536767;Needa ;1;NY
536768;Onix Networking;1;OH
536769;Bluestar ;1;VA
536770;Shreekara Infotech;3;VA
536771;Tech To;2;VA
536772;Pathology Associates;1;NM
536773;Biz Mathematica;2;PA
536774;Dex Tech;10;PA
536775;Converantit ;1;TX
536776;Dechen Consulting;2;MI
536777;Kansas Workforceone;2;KS
536778;The Clay;2;CO
536779;Wiens ;3;GA
536780;Csznet ;1;DC
536781;Racar Design;1;IN
536782;Pagematics ;1;TX
536783;21 Staff;9;CA
536784;It8 ;3;TX
536785;Staxa ;22;NJ
536786;Saraca Solutions;5;MA
536787;Yerkes Associates;1;PA
536788;Optivent ;2;IL
536789;Peopleserve ;1;MA
536790;Sysdata Consulting;2;MO
536791;Param ;23;MN
536792;Computer Arithmetic;2;MA
536793;Stat9 ;4;NC
536794;Valsource ;2;PA
536795;Lynker ;1;VA
536796;Tezerakt ;3;CA
536797;Infinite Spectrum;4;CA
536798;Renewable Power;1;NJ
536799;The Cynosure;2;IL
536800;Electrosoft Services;1;VA
536801;Gantec ;5;IL
536802;Nanocube ;3;KY
536803;Us Electronics;7;MN
536804;Ezdata ;1;CA
536805;Pegasus Knowledge;6;IL
536806;Inventions ;1;IL
536807;Aspirantspro It;4;FL
536808;Knacksoft ;1;WA
536809;Ennvee Techno;2;IL
536810;Dataleads Technology;1;MO
536811;Software Developer;1;IL
536812;Cignus Solutions;1;IL
536813;Infotech ;1;MD
536814;Redifcard ;2;MN
536815;World Ip;1;CA
536816;Calcite ;2;TX
536817;9Edge ;2;CA
536818;Advanced Information;2;TX
536819;Scicom Infrastructure;1;GA
536820;Tekperfekt ;1;CA
536821;Vectorsoft ;4;TX
536822;Acentrik ;1;TX
536823;Acentrik Technology;2;TX
536824;Xion ;1;GA
536825;Teqsphere ;5;SC
536826;Static Iq;3;TX
536827;Svr Tech;1;TX
536828;Chateck ;3;WA
536829;Shreetek ;2;VA
536830;Teoco ;1;VA
536831;Tekdoyen ;8;IN
536832;Rc9Tech ;1;TX
536833;Xpertsinfotech ;1;MD
536834;Enterprise Minds;1;CA
536835;Anji ;1;TX
536836;Rh ;2;MA
536837;Citronit ;2;TX
536838;Novedea ;3;TX
536839;Fortis Talent;4;TX
536840;I2Solvers ;4;TX
536841;Competitive Computer;3;MI
536842;Capo Solutions;1;NJ
536843;Hcm Staffing;2;NY
536844;Xpress Global;22;CA
536845;Arka Solutions;5;TX
536846;Mhr Infotech;2;TX
536847;Seneca Global;2;IL
536848;Kodeva ;7;VA
536849;Telecomgateway ;2;TX
536850;Mc Square;1;NJ
536851;Idyllic Solutions;1;MI
536852;Dynamic Enterprise;4;IL
536853;Red Salsa;1;NJ
536854;Broadmoor Solutions;5;MA
536855;Yj Infotech;1;NC
536856;Aksor ;1;TX
536857;Chili Orate;1;TX
536858;Compuplus International;1;NJ
536859;Intune ;5;TX
536860;Pureminds It;7;GA
536861;First Consulting;1;PA
536862;Digital Minds;3;TX
536863;Vissat Solutions;1;VA
536864;Rps Tek;2;KY
536865;Essani International;4;IL
536866;Cloudiyan ;1;TX
536867;Accenz ;2;MI
536868;Revarp ;1;TX
536869;Waypoint Data;2;TX
536870;Infomarines ;1;VA
536871;Vasantas Software;1;CA
536872;Vbridge Global;1;IL
536873;Pegasys Software;2;FL
536874;Yempover ;9;CA
536875;Infoglad ;4;MI
536876;Ces Global;1;IL
536877;Script2It ;3;MD
536878;Quickassert Consulting;7;TX
536879;Tektastic Technical;1;AZ
536880;Sm ;3;WY
536881;Aggne Global;4;FL
536882;Hashgen ;1;AZ
536883;Codebricks ;2;TX
536884;Spectrix Analytical;1;CT
536885;Samurai Infotech;25;GA
536886;Baltimore Washington;1;MD
536887;Ciber ;1;TX
536888;Urooj ;1;NJ
536889;Rover Resources;1;TX
536890;Mistral Solutions;2;CA
536891;Infoway Solutions;1;CA
536892;Soho Dragon;2;NY
536893;Silcsbio ;3;MD
536894;Infinity Software;1;FL
536895;Technical Strategies;2;VA
536896;Appic Solutions;1;CO
536897;Direct Link;1;NJ
